"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Davidson County, NC"	"37057"	27522	2843459	967.9	894.8	0.1%
	"Davie County, NC"	"37059"	6860	706291	971.3	789.1	0.0%
	"Duplin County, NC"	"37061"	9307	994800	935.6	873.1	0.0%
	"Durham County, NC"	"37063"	31748	4663042	680.8	780.2	0.1%
	"Edgecombe County, NC"	"37065"	10919	1002455	1089.2	984.3	0.0%
	"Forsyth County, NC"	"37067"	52848	6088738	868.0	823.8	0.1%
	"Franklin County, NC"	"37069"	8588	1020442	841.6	845.3	0.0%
	"Gaston County, NC"	"37071"	37064	3618392	1024.3	984.6	0.1%
	"Gates County, NC"	"37073"	2125	205458	1034.3	901.4	0.0%
	"Graham County, NC"	"37075"	1859	152747	1217.0	892.2	0.0%
	"Granville County, NC"	"37077"	8625	997927	864.3	863.9	0.0%
	"Greene County, NC"	"37079"	3307	370187	893.3	875.6	0.0%
	"Guilford County, NC"	"37081"	67744	8454929	801.2	791.6	0.2%
	"Halifax County, NC"	"37083"	11766	991292	1186.9	979.6	0.0%
	"Harnett County, NC"	"37085"	14831	1961501	756.1	898.8	0.0%
	"Haywood County, NC"	"37087"	12418	1037455	1197.0	814.5	0.0%
	"Henderson County, NC"	"37089"	22435	1829643	1226.2	756.8	0.0%
	"Hertford County, NC"	"37091"	4938	430583	1146.8	936.2	0.0%
	"Hoke County, NC"	"37093"	4870	780200	624.2	940.8	0.0%
	"Hyde County, NC"	"37095"	1148	103095	1113.5	873.7	0.0%
	"Iredell County, NC"	"37097"	23507	2681706	876.6	881.0	0.1%
	"Jackson County, NC"	"37099"	5943	685343	867.2	806.1	0.0%
	"Johnston County, NC"	"37101"	20477	2805547	729.9	871.8	0.0%
	"Jones County, NC"	"37103"	2129	182122	1169.0	896.3	0.0%
	"Lee County, NC"	"37105"	9160	981192	933.6	876.5	0.0%
	"Lenoir County, NC"	"37107"	12628	1063440	1187.5	1004.8	0.0%
	"Lincoln County, NC"	"37109"	11851	1319501	898.1	900.0	0.0%
	"McDowell County, NC"	"37111"	8011	792968	1010.3	841.0	0.0%
	"Macon County, NC"	"37113"	7468	586372	1273.6	796.1	0.0%
	"Madison County, NC"	"37115"	4032	367941	1095.8	833.7	0.0%
	"Martin County, NC"	"37117"	6065	439996	1378.4	1095.6	0.0%
	"Mecklenburg County, NC"	"37119"	91405	15573747	586.9	749.3	0.2%
	"Mitchell County, NC"	"37121"	3737	280650	1331.6	914.5	0.0%
	"Montgomery County, NC"	"37123"	4879	491885	991.9	850.0	0.0%
	"Moore County, NC"	"37125"	17673	1524984	1158.9	719.0	0.0%
	"Nash County, NC"	"37127"	16848	1661697	1013.9	946.9	0.0%
	"New Hanover County, NC"	"37129"	28685	3461128	828.8	766.3	0.1%
	"Northampton County, NC"	"37131"	5011	390426	1283.5	916.6	0.0%
	"Onslow County, NC"	"37133"	15836	3021978	524.0	847.8	0.0%
	"Orange County, NC"	"37135"	13091	2312088	566.2	707.9	0.0%
	"Pamlico County, NC"	"37137"	2695	233507	1154.1	801.1	0.0%
	"Pasquotank County, NC"	"37139"	6869	690516	994.8	900.2	0.0%
	"Pender County, NC"	"37141"	7980	884359	902.3	813.3	0.0%
	"Perquimans County, NC"	"37143"	2692	227579	1182.9	815.9	0.0%
	"Person County, NC"	"37145"	7162	686255	1043.6	906.3	0.0%
	"Pitt County, NC"	"37147"	20232	2828876	715.2	855.6	0.0%
	"Polk County, NC"	"37149"	5135	355300	1445.3	758.6	0.0%
	"Randolph County, NC"	"37151"	22913	2484063	922.4	873.2	0.1%
	"Richmond County, NC"	"37153"	9625	832535	1156.1	1051.9	0.0%
	"Robeson County, NC"	"37155"	22073	2340327	943.2	1051.0	0.0%
	"Rockingham County, NC"	"37157"	19265	1665893	1156.4	943.7	0.0%
	"Rowan County, NC"	"37159"	25705	2437532	1054.6	923.4	0.1%
	"Rutherford County, NC"	"37161"	14434	1182845	1220.3	951.8	0.0%
	"Sampson County, NC"	"37163"	11354	1121299	1012.6	939.6	0.0%
	"Scotland County, NC"	"37165"	6740	648075	1040.0	983.2	0.0%
	"Stanly County, NC"	"37167"	11376	1073636	1059.6	911.6	0.0%
	"Stokes County, NC"	"37169"	8321	831767	1000.4	868.1	0.0%
	"Surry County, NC"	"37171"	14841	1307162	1135.4	893.6	0.0%
	"Swain County, NC"	"37173"	3139	246304	1274.4	1063.4	0.0%
	"Transylvania County, NC"	"37175"	6797	569646	1193.2	700.5	0.0%
	"Tyrrell County, NC"	"37177"	799	76452	1045.1	843.7	0.0%
	"Union County, NC"	"37179"	19494	3212824	606.8	794.2	0.0%
	"Vance County, NC"	"37181"	8520	798381	1067.2	997.9	0.0%
	"Wake County, NC"	"37183"	74111	14900755	497.4	683.1	0.2%
	"Warren County, NC"	"37185"	4153	368270	1127.7	836.5	0.0%
	"Washington County, NC"	"37187"	2829	236563	1195.9	901.2	0.0%
	"Watauga County, NC"	"37189"	5546	874366	634.3	679.5	0.0%
	"Wayne County, NC"	"37191"	19823	2149337	922.3	931.5	0.0%
	"Wilkes County, NC"	"37193"	12884	1227006	1050.0	864.1	0.0%
	"Wilson County, NC"	"37195"	14155	1412094	1002.4	914.6	0.0%
	"Yadkin County, NC"	"37197"	7049	676613	1041.8	881.5	0.0%
	"Yancey County, NC"	"37199"	3734	319264	1169.6	806.4	0.0%
	"Adams County, ND"	"38001"	630	43384	1452.1	730.6	0.0%
	"Barnes County, ND"	"38003"	2456	201545	1218.6	743.9	0.0%
	"Benson County, ND"	"38005"	1221	121802	1002.4	1009.1	0.0%
	"Billings County, ND"	"38007"	82	15174	540.4	412.5	0.0%
	"Bottineau County, ND"	"38009"	1558	120273	1295.4	754.4	0.0%
	"Bowman County, ND"	"38011"	789	56850	1387.9	779.2	0.0%
	"Burke County, ND"	"38013"	434	38053	1140.5	726.1	0.0%
	"Burleigh County, ND"	"38015"	10581	1428688	740.6	660.5	0.0%
	"Cass County, ND"	"38017"	15559	2604215	597.5	670.5	0.0%
	"Cavalier County, ND"	"38019"	994	75937	1309.0	673.6	0.0%
	"Dickey County, ND"	"38021"	1345	97122	1384.9	711.3	0.0%
	"Divide County, ND"	"38023"	601	39680	1514.6	641.6	0.0%
	"Dunn County, ND"	"38025"	642	67269	954.4	728.5	0.0%
	"Eddy County, ND"	"38027"	839	45320	1851.3	920.1	0.0%
	"Emmons County, ND"	"38029"	982	67591	1452.9	715.4	0.0%
	"Foster County, ND"	"38031"	878	62623	1402.0	765.8	0.0%
	"Golden Valley County, ND"	"38033"	311	31993	972.1	602.3	0.0%
	"Grand Forks County, ND"	"38035"	8066	1212033	665.5	746.0	0.0%
	"Grant County, ND"	"38037"	651	45516	1430.3	705.8	0.0%
	"Griggs County, ND"	"38039"	740	44495	1663.1	742.8	0.0%
	"Hettinger County, ND"	"38041"	632	46837	1349.4	663.6	0.0%
	"Kidder County, ND"	"38043"	498	45231	1101.0	649.8	0.0%
	"LaMoure County, ND"	"38045"	927	78095	1187.0	634.8	0.0%
	"Logan County, ND"	"38047"	536	37104	1444.6	691.7	0.0%
	"McHenry County, ND"	"38049"	1149	102723	1118.5	694.6	0.0%
	"McIntosh County, ND"	"38051"	1071	54128	1978.6	680.9	0.0%
	"McKenzie County, ND"	"38053"	1086	130354	833.1	800.3	0.0%
	"McLean County, ND"	"38055"	2074	165275	1254.9	755.3	0.0%
	"Mercer County, ND"	"38057"	1406	153369	916.7	714.4	0.0%
	"Morton County, ND"	"38059"	4456	486355	916.2	758.0	0.0%
	"Mountrail County, ND"	"38061"	1516	139469	1087.0	941.1	0.0%
	"Nelson County, ND"	"38063"	1145	58795	1947.4	876.4	0.0%
	"Oliver County, ND"	"38065"	223	34265	650.8	514.3	0.0%
	"Pembina County, ND"	"38067"	1567	138731	1129.5	666.0	0.0%
	"Pierce County, ND"	"38069"	1194	80003	1492.4	716.8	0.0%
	"Ramsey County, ND"	"38071"	2568	208470	1231.8	808.2	0.0%
	"Ransom County, ND"	"38073"	1515	101676	1490.0	827.4	0.0%
	"Renville County, ND"	"38075"	558	45513	1226.0	715.5	0.0%
	"Richland County, ND"	"38077"	2600	303947	855.4	645.5	0.0%
	"Rolette County, ND"	"38079"	2271	251622	902.5	1089.5	0.0%
	"Sargent County, ND"	"38081"	665	72698	914.7	650.1	0.0%
	"Sheridan County, ND"	"38083"	255	25945	982.8	502.1	0.0%
	"Sioux County, ND"	"38085"	685	75391	908.6	1332.3	0.0%
	"Slope County, ND"	"38087"	75	13444	557.9	415.1	0.0%
	"Stark County, ND"	"38089"	3907	449733	868.7	661.1	0.0%
	"Steele County, ND"	"38091"	339	36915	918.3	584.1	0.0%
	"Stutsman County, ND"	"38093"	4221	382213	1104.4	763.1	0.0%
	"Towner County, ND"	"38095"	620	44155	1404.1	691.7	0.0%
	"Traill County, ND"	"38097"	1790	148031	1209.2	718.8	0.0%
	"Walsh County, ND"	"38099"	2642	206610	1278.7	773.2	0.0%
	"Ward County, ND"	"38101"	8716	1113102	783.0	732.1	0.0%
	"Wells County, ND"	"38103"	1275	80310	1587.6	718.9	0.0%
	"Williams County, ND"	"38105"	3836	426873	898.6	758.7	0.0%
	"Adams County, OH"	"39001"	5650	507019	1114.4	1018.4	0.0%
	"Allen County, OH"	"39003"	19388	1917125	1011.3	849.0	0.0%
	"Ashland County, OH"	"39005"	9377	955571	981.3	796.8	0.0%
	"Ashtabula County, OH"	"39007"	20289	1824864	1111.8	909.2	0.0%
	"Athens County, OH"	"39009"	8495	1154485	735.8	917.3	0.0%
	"Auglaize County, OH"	"39011"	8543	828615	1031.0	803.5	0.0%
	"Belmont County, OH"	"39013"	16335	1259961	1296.5	904.5	0.0%
	"Brown County, OH"	"39015"	7989	790022	1011.2	946.0	0.0%
	"Butler County, OH"	"39017"	52181	6435374	810.8	865.0	0.1%
	"Carroll County, OH"	"39019"	5000	517882	965.5	792.4	0.0%
	"Champaign County, OH"	"39021"	6938	710957	975.9	883.9	0.0%
	"Clark County, OH"	"39023"	29836	2517078	1185.3	957.3	0.1%
	"Clermont County, OH"	"39025"	26319	3457915	761.1	826.8	0.1%
	"Clinton County, OH"	"39027"	7203	750418	959.9	908.7	0.0%
	"Columbiana County, OH"	"39029"	21907	1954575	1120.8	895.4	0.0%
	"Coshocton County, OH"	"39031"	7042	664866	1059.2	877.2	0.0%
	"Crawford County, OH"	"39033"	9249	801432	1154.1	881.5	0.0%
	"Cuyahoga County, OH"	"39035"	255754	23619480	1082.8	851.6	0.6%
	"Darke County, OH"	"39037"	10159	950738	1068.5	808.8	0.0%
	"Defiance County, OH"	"39039"	6467	702437	920.7	794.1	0.0%
	"Delaware County, OH"	"39041"	14653	2837678	516.4	670.8	0.0%
	"Erie County, OH"	"39043"	15712	1395459	1125.9	847.0	0.0%
	"Fairfield County, OH"	"39045"	19956	2525073	790.3	809.2	0.0%
	"Fayette County, OH"	"39047"	6117	516207	1185.0	1026.0	0.0%
	"Franklin County, OH"	"39049"	155100	20645895	751.2	880.5	0.3%
	"Fulton County, OH"	"39051"	6869	765197	897.7	781.0	0.0%
	"Gallia County, OH"	"39053"	6176	555018	1112.8	975.0	0.0%
	"Geauga County, OH"	"39055"	13015	1675747	776.7	664.6	0.0%
	"Greene County, OH"	"39057"	22692	2846163	797.3	754.6	0.1%
	"Guernsey County, OH"	"39059"	7937	725310	1094.3	922.4	0.0%
	"Hamilton County, OH"	"39061"	143495	14662279	978.7	879.2	0.3%
	"Hancock County, OH"	"39063"	11894	1333968	891.6	765.3	0.0%
	"Hardin County, OH"	"39065"	5636	573889	982.1	919.6	0.0%
	"Harrison County, OH"	"39067"	3667	283953	1291.4	934.8	0.0%
	"Henry County, OH"	"39069"	4818	514151	937.1	753.7	0.0%
	"Highland County, OH"	"39071"	8303	769989	1078.3	941.0	0.0%
	"Hocking County, OH"	"39073"	5216	520042	1003.0	913.1	0.0%
	"Holmes County, OH"	"39075"	5170	753287	686.3	741.8	0.0%
	"Huron County, OH"	"39077"	9934	1070978	927.6	871.8	0.0%
	"Jackson County, OH"	"39079"	6862	592462	1158.2	1052.6	0.0%
	"Jefferson County, OH"	"39081"	17683	1266262	1396.5	998.4	0.0%
	"Knox County, OH"	"39083"	10391	1060880	979.5	854.8	0.0%
	"Lake County, OH"	"39085"	40348	4116383	980.2	787.3	0.1%
	"Lawrence County, OH"	"39087"	13269	1118695	1186.1	1035.8	0.0%
	"Licking County, OH"	"39089"	25069	2887653	868.1	850.6	0.1%
	"Logan County, OH"	"39091"	8428	825224	1021.3	901.7	0.0%
	"Lorain County, OH"	"39093"	48783	5339264	913.7	811.9	0.1%
	"Lucas County, OH"	"39095"	79122	8008102	988.0	902.4	0.2%
	"Madison County, OH"	"39097"	6693	759559	881.2	907.7	0.0%
	"Mahoning County, OH"	"39099"	55234	4386561	1259.2	882.1	0.1%
	"Marion County, OH"	"39101"	12293	1191610	1031.6	912.7	0.0%
	"Medina County, OH"	"39103"	22190	3002022	739.2	730.0	0.0%
	"Meigs County, OH"	"39105"	4877	421937	1155.9	962.0	0.0%
	"Mercer County, OH"	"39107"	7006	736298	951.5	762.3	0.0%
	"Miami County, OH"	"39109"	17317	1832568	945.0	816.8	0.0%
	"Monroe County, OH"	"39111"	3166	266369	1188.6	856.1	0.0%
	"Montgomery County, OH"	"39113"	101845	9769233	1042.5	888.2	0.2%
	"Morgan County, OH"	"39115"	2916	269912	1080.4	850.9	0.0%
	"Morrow County, OH"	"39117"	5120	614210	833.6	813.7	0.0%
	"Muskingum County, OH"	"39119"	16360	1541597	1061.2	893.3	0.0%
	"Noble County, OH"	"39121"	2231	258661	862.5	683.2	0.0%
	"Ottawa County, OH"	"39123"	8273	742677	1113.9	801.2	0.0%
	"Paulding County, OH"	"39125"	3329	353471	941.8	838.9	0.0%
	"Perry County, OH"	"39127"	5957	637513	934.4	930.3	0.0%
	"Pickaway County, OH"	"39129"	8663	982032	882.2	896.3	0.0%
	"Pike County, OH"	"39131"	5762	509579	1130.7	992.7	0.0%
	"Portage County, OH"	"39133"	22640	2852489	793.7	814.0	0.1%
	"Preble County, OH"	"39135"	7540	759991	992.1	875.8	0.0%
	"Putnam County, OH"	"39137"	5307	621250	854.2	728.0	0.0%
	"Richland County, OH"	"39139"	23380	2261465	1033.8	843.0	0.1%
	"Ross County, OH"	"39141"	13877	1372229	1011.3	974.3	0.0%
	"Sandusky County, OH"	"39143"	11410	1099279	1038.0	849.4	0.0%
	"Scioto County, OH"	"39145"	17223	1411254	1220.4	1033.5	0.0%
	"Seneca County, OH"	"39147"	10275	1028156	999.4	838.3	0.0%
	"Shelby County, OH"	"39149"	7397	880383	840.2	793.3	0.0%
	"Stark County, OH"	"39151"	71362	6769985	1054.1	822.7	0.2%
	"Summit County, OH"	"39153"	98490	9773361	1007.7	846.5	0.2%
	"Trumbull County, OH"	"39155"	44290	3853758	1149.3	873.7	0.1%
	"Tuscarawas County, OH"	"39157"	17156	1659108	1034.0	802.2	0.0%
	"Union County, OH"	"39159"	5678	881224	644.3	792.0	0.0%
	"Van Wert County, OH"	"39161"	5550	522510	1062.2	808.1	0.0%
	"Vinton County, OH"	"39163"	2369	238007	995.3	974.5	0.0%
	"Warren County, OH"	"39165"	24212	3585047	675.4	777.9	0.1%
	"Washington County, OH"	"39167"	12586	1118185	1125.6	877.3	0.0%
	"Wayne County, OH"	"39169"	18153	2053105	884.2	793.6	0.0%
	"Williams County, OH"	"39171"	6807	687258	990.5	788.3	0.0%
	"Wood County, OH"	"39173"	17687	2258645	783.1	780.1	0.0%
	"Wyandot County, OH"	"39175"	4252	407754	1042.8	804.2	0.0%
	"Adair County, OK"	"40001"	4176	394623	1058.2	1079.8	0.0%
	"Alfalfa County, OK"	"40003"	1251	104044	1202.4	798.0	0.0%
	"Atoka County, OK"	"40005"	2730	251484	1085.6	942.6	0.0%
	"Beaver County, OK"	"40007"	996	100738	988.7	764.2	0.0%
	"Beckham County, OK"	"40009"	4484	385204	1164.1	1056.8	0.0%
	"Blaine County, OK"	"40011"	2531	201483	1256.2	985.9	0.0%
	"Bryan County, OK"	"40013"	8271	731347	1130.9	966.7	0.0%
	"Caddo County, OK"	"40015"	6404	529690	1209.0	1072.0	0.0%
	"Canadian County, OK"	"40017"	13865	1959837	707.5	819.2	0.0%
	"Carter County, OK"	"40019"	10813	846185	1277.9	1084.1	0.0%
	"Cherokee County, OK"	"40021"	7897	824293	958.0	955.8	0.0%
	"Choctaw County, OK"	"40023"	3998	273283	1463.0	1127.7	0.0%
	"Cimarron County, OK"	"40025"	652	46689	1396.5	906.4	0.0%
	"Cleveland County, OK"	"40027"	28478	4376467	650.7	796.3	0.1%
	"Coal County, OK"	"40029"	1523	105297	1446.4	1072.5	0.0%
	"Comanche County, OK"	"40031"	16842	2147596	784.2	941.5	0.0%
	"Cotton County, OK"	"40033"	1481	112562	1315.7	1004.9	0.0%
	"Craig County, OK"	"40035"	3512	266766	1316.5	1041.2	0.0%
	"Creek County, OK"	"40037"	13873	1243733	1115.4	997.6	0.0%
	"Custer County, OK"	"40039"	5106	488624	1045.0	955.1	0.0%
	"Delaware County, OK"	"40041"	8672	719688	1205.0	927.8	0.0%
	"Dewey County, OK"	"40043"	1374	85365	1609.6	1061.9	0.0%
	"Ellis County, OK"	"40045"	1027	72954	1407.7	865.3	0.0%
	"Garfield County, OK"	"40047"	12345	1070987	1152.7	928.4	0.0%
	"Garvin County, OK"	"40049"	6692	491961	1360.3	1055.3	0.0%
	"Grady County, OK"	"40051"	8999	908254	990.8	947.7	0.0%
	"Grant County, OK"	"40053"	1198	84745	1413.7	900.3	0.0%
	"Greer County, OK"	"40055"	1489	109650	1358.0	934.8	0.0%
	"Harmon County, OK"	"40057"	809	52994	1526.6	996.0	0.0%
	"Harper County, OK"	"40059"	899	65077	1381.4	924.6	0.0%
	"Haskell County, OK"	"40061"	2867	223188	1284.6	993.0	0.0%
	"Hughes County, OK"	"40063"	3508	247519	1417.3	1051.6	0.0%
	"Jackson County, OK"	"40065"	4816	481978	999.2	977.9	0.0%
	"Jefferson County, OK"	"40067"	1832	116476	1572.9	1103.5	0.0%
	"Johnston County, OK"	"40069"	2450	193707	1264.8	1061.7	0.0%
	"Kay County, OK"	"40071"	10585	837652	1263.7	963.3	0.0%
	"Kingfisher County, OK"	"40073"	2781	264380	1051.9	878.1	0.0%
	"Kiowa County, OK"	"40075"	2791	173646	1607.3	1156.1	0.0%
	"Latimer County, OK"	"40077"	2298	194367	1182.3	935.5	0.0%
	"Le Flore County, OK"	"40079"	10465	886888	1180.0	1049.8	0.0%
	"Lincoln County, OK"	"40081"	6486	603830	1074.1	961.3	0.0%
	"Logan County, OK"	"40083"	5913	713044	829.3	804.9	0.0%
	"Love County, OK"	"40085"	1929	167082	1154.5	939.8	0.0%
	"McClain County, OK"	"40087"	5328	586314	908.7	939.4	0.0%
	"McCurtain County, OK"	"40089"	7424	600821	1235.6	1105.0	0.0%
	"McIntosh County, OK"	"40091"	5234	357709	1463.2	981.7	0.0%
	"Major County, OK"	"40093"	1718	136140	1261.9	855.5	0.0%
	"Marshall County, OK"	"40095"	3341	269522	1239.6	921.4	0.0%
	"Mayes County, OK"	"40097"	7990	721794	1107.0	975.6	0.0%
	"Murray County, OK"	"40099"	3301	237322	1390.9	1052.1	0.0%
	"Muskogee County, OK"	"40101"	15558	1258925	1235.8	1059.1	0.0%
	"Noble County, OK"	"40103"	2269	206690	1097.8	880.9	0.0%
	"Nowata County, OK"	"40105"	2351	190882	1231.7	930.1	0.0%
	"Okfuskee County, OK"	"40107"	2923	216482	1350.2	1113.6	0.0%
	"Oklahoma County, OK"	"40109"	118372	12760172	927.7	938.0	0.3%
	"Okmulgee County, OK"	"40111"	8765	712272	1230.6	1038.4	0.0%
	"Osage County, OK"	"40113"	7595	841045	903.0	791.1	0.0%
	"Ottawa County, OK"	"40115"	7823	582446	1343.1	1063.9	0.0%
	"Pawnee County, OK"	"40117"	3610	298147	1210.8	1013.3	0.0%
	"Payne County, OK"	"40119"	9650	1349838	714.9	817.3	0.0%
	"Pittsburg County, OK"	"40121"	10405	803526	1294.9	1008.2	0.0%
	"Pontotoc County, OK"	"40123"	7639	657266	1162.2	1018.8	0.0%
	"Pottawatomie County, OK"	"40125"	13542	1236095	1095.5	1018.1	0.0%
	"Pushmataha County, OK"	"40127"	2963	205418	1442.4	1037.6	0.0%
	"Roger Mills County, OK"	"40129"	687	63522	1081.5	790.5	0.0%
	"Rogers County, OK"	"40131"	12640	1487197	849.9	862.9	0.0%
	"Seminole County, OK"	"40133"	6032	451954	1334.6	1091.1	0.0%
	"Sequoyah County, OK"	"40135"	8167	735441	1110.5	1031.6	0.0%
	"Stephens County, OK"	"40137"	10278	791698	1298.2	980.7	0.0%
	"Texas County, OK"	"40139"	2696	365832	737.0	852.6	0.0%
	"Tillman County, OK"	"40141"	2028	149474	1356.8	978.7	0.0%
	"Tulsa County, OK"	"40143"	97529	10667559	914.3	915.0	0.2%
	"Wagoner County, OK"	"40145"	9041	1228325	736.0	805.9	0.0%
	"Washington County, OK"	"40147"	10561	905204	1166.7	844.4	0.0%
	"Washita County, OK"	"40149"	2527	206897	1221.4	881.8	0.0%
	"Woods County, OK"	"40151"	2026	159733	1268.4	876.3	0.0%
	"Woodward County, OK"	"40153"	3420	356219	960.1	886.4	0.0%
	"Baker County, OR"	"41001"	3708	292150	1269.2	815.2	0.0%
	"Benton County, OR"	"41003"	9330	1500583	621.8	619.9	0.0%
	"Clackamas County, OR"	"41005"	52669	6639723	793.2	715.9	0.1%
	"Clatsop County, OR"	"41007"	6906	659942	1046.5	817.9	0.0%
	"Columbia County, OR"	"41009"	7368	857630	859.1	802.7	0.0%
	"Coos County, OR"	"41011"	15407	1134033	1358.6	895.1	0.0%
	"Crook County, OR"	"41013"	3808	373971	1018.3	765.2	0.0%
	"Curry County, OR"	"41015"	6425	398702	1611.5	863.1	0.0%
	"Deschutes County, OR"	"41017"	20803	2663011	781.2	689.2	0.0%
	"Douglas County, OR"	"41019"	23256	1895109	1227.2	830.0	0.1%
	"Gilliam County, OR"	"41021"	392	33918	1155.7	705.3	0.0%
	"Grant County, OR"	"41023"	1554	133437	1164.6	722.6	0.0%
	"Harney County, OR"	"41025"	1418	132249	1072.2	809.3	0.0%
	"Hood River County, OR"	"41027"	3175	389147	815.9	723.3	0.0%
	"Jackson County, OR"	"41029"	37409	3569849	1047.9	767.4	0.1%
	"Jefferson County, OR"	"41031"	3320	379829	874.1	860.0	0.0%
	"Josephine County, OR"	"41033"	19796	1457985	1357.8	856.5	0.0%
	"Klamath County, OR"	"41035"	12842	1179137	1089.1	888.7	0.0%
	"Lake County, OR"	"41037"	1613	138951	1160.8	816.2	0.0%
	"Lane County, OR"	"41039"	56158	6186619	907.7	759.9	0.1%
	"Lincoln County, OR"	"41041"	10000	820735	1218.4	821.5	0.0%
	"Linn County, OR"	"41043"	20132	2024374	994.5	823.9	0.0%
	"Malheur County, OR"	"41045"	5200	559806	928.9	790.6	0.0%
	"Marion County, OR"	"41047"	46228	5538657	834.6	777.6	0.1%
	"Morrow County, OR"	"41049"	1400	200623	697.8	746.6	0.0%
	"Multnomah County, OR"	"41051"	100572	12888066	780.3	804.0	0.2%
	"Polk County, OR"	"41053"	10671	1288846	827.9	670.3	0.0%
	"Sherman County, OR"	"41055"	324	31471	1029.5	668.5	0.0%
	"Tillamook County, OR"	"41057"	5150	450852	1142.3	783.4	0.0%
	"Umatilla County, OR"	"41059"	11229	1336712	840.0	803.3	0.0%
	"Union County, OR"	"41061"	4533	453237	1000.1	760.4	0.0%
	"Wallowa County, OR"	"41063"	1444	125171	1153.6	696.6	0.0%
	"Wasco County, OR"	"41065"	5347	443548	1205.5	850.5	0.0%
	"Washington County, OR"	"41067"	51970	9196814	565.1	641.4	0.1%
	"Wheeler County, OR"	"41069"	348	25916	1342.8	708.5	0.0%
	"Yamhill County, OR"	"41071"	14058	1707029	823.5	742.1	0.0%
	"Adams County, PA"	"42001"	16586	1774152	934.9	761.7	0.0%
	"Allegheny County, PA"	"42003"	257096	22342078	1150.7	826.8	0.6%
	"Armstrong County, PA"	"42005"	15313	1256071	1219.1	849.1	0.0%
	"Beaver County, PA"	"42007"	38207	3124607	1222.8	844.4	0.1%
	"Bedford County, PA"	"42009"	9352	891824	1048.6	774.6	0.0%
	"Berks County, PA"	"42011"	65926	7195334	916.2	756.5	0.1%
	"Blair County, PA"	"42013"	28672	2288455	1252.9	884.5	0.1%
	"Bradford County, PA"	"42015"	11939	1122068	1064.0	807.9	0.0%
	"Bucks County, PA"	"42017"	95909	11113434	863.0	740.4	0.2%
	"Butler County, PA"	"42019"	32582	3263661	998.3	788.7	0.1%
	"Cambria County, PA"	"42021"	33751	2606209	1295.0	850.4	0.1%
	"Cameron County, PA"	"42023"	1214	95335	1273.4	774.5	0.0%
	"Carbon County, PA"	"42025"	14022	1130503	1240.3	893.0	0.0%
	"Centre County, PA"	"42027"	16217	2690023	602.9	665.7	0.0%
	"Chester County, PA"	"42029"	62953	8654674	727.4	684.5	0.1%
	"Clarion County, PA"	"42031"	7631	724670	1053.0	852.8	0.0%
	"Clearfield County, PA"	"42033"	16651	1476849	1127.5	821.2	0.0%
	"Clinton County, PA"	"42035"	7271	698598	1040.8	823.2	0.0%
	"Columbia County, PA"	"42037"	12260	1187248	1032.6	808.1	0.0%
	"Crawford County, PA"	"42039"	17562	1598740	1098.5	862.7	0.0%
	"Cumberland County, PA"	"42041"	38465	4135605	930.1	733.9	0.1%
	"Dauphin County, PA"	"42043"	43874	4732278	927.1	808.0	0.1%
	"Delaware County, PA"	"42045"	100162	10014139	1000.2	809.9	0.2%
	"Elk County, PA"	"42047"	6769	590780	1145.8	792.0	0.0%
	"Erie County, PA"	"42049"	49754	5031304	988.9	821.9	0.1%
	"Fayette County, PA"	"42051"	32485	2519443	1289.4	905.0	0.1%
	"Forest County, PA"	"42053"	1478	123016	1201.5	904.5	0.0%
	"Franklin County, PA"	"42055"	24614	2576164	955.5	736.1	0.1%
	"Fulton County, PA"	"42057"	2516	262683	957.8	813.4	0.0%
	"Greene County, PA"	"42059"	7911	702704	1125.8	907.9	0.0%
	"Huntingdon County, PA"	"42061"	7917	824310	960.4	784.9	0.0%
	"Indiana County, PA"	"42063"	15962	1594658	1001.0	803.8	0.0%
	"Jefferson County, PA"	"42065"	9938	813387	1221.8	853.2	0.0%
	"Juniata County, PA"	"42067"	4218	433568	972.9	746.8	0.0%
	"Lackawanna County, PA"	"42069"	49665	3836245	1294.6	872.3	0.1%
